Year Month Day Hour Minutes in YYYY,MM,DD,HH24,MI format in Local time,Wind speed in m/s,Wind direction in degrees true,Speed of maximum windgust in last 10 minutes in m/s
2016,6,25,3,0,1.4,300,9
2016,6,25,3,30,2.5,270,13
2016,6,25,4,0,2.2,280,9
2016,6,25,4,30,3.1,270,13
2016,6,25,5,0,2.5,250,11
2016,6,25,5,30,4.7,250,18
2016,6,25,6,0,3.6,250,21
2016,6,25,6,30,2.5,250,11
2016,6,25,7,0,0.6,30,9
2016,6,25,7,30,0.0,0,2
2016,6,25,8,0,0.0,0,5
2016,6,25,8,30,2.5,30,11
2016,6,25,9,0,0.6,310,5
2016,6,25,9,30,2.2,250,11
2016,6,25,10,0,5.0,220,28
2016,6,25,10,30,6.1,210,30
2016,6,25,11,0,6.1,220,33
2016,6,25,11,30,6.7,220,35
2016,6,25,12,0,6.7,210,39
2016,6,25,12,30,5.8,200,35
2016,6,25,13,0,6.1,190,33
2016,6,25,13,30,5.0,190,26
2016,6,25,14,0,4.7,190,22
2016,6,25,14,30,5.8,200,28
2016,6,25,15,0,5.0,180,28
2016,6,25,15,30,5.0,190,28
2016,6,25,16,0,4.7,190,24
2016,6,25,16,30,4.2,180,21
2016,6,25,17,0,3.6,190,18
2016,6,25,17,30,3.6,270,15
2016,6,25,18,0,3.1,250,13
2016,6,25,18,30,3.6,260,13
2016,6,25,19,0,3.1,250,13
2016,6,25,19,30,3.6,250,17
2016,6,25,20,0,2.5,240,11
2016,6,25,20,30,1.4,150,8
2016,6,25,21,0,1.4,150,8
2016,6,25,21,30,0.0,0,0
2016,6,25,22,0,0.0,0,0
2016,6,25,22,30,1.4,350,9
2016,6,25,23,0,1.4,110,9
2016,6,25,23,30,0.6,150,8
2016,6,26,0,0,0.0,0,0
2016,6,26,0,30,0.0,0,0
2016,6,26,1,0,1.1,40,5
2016,6,26,1,30,0.0,0,0
2016,6,26,2,0,0.0,0,0
2016,6,26,2,30,0.0,0,0
2016,6,26,3,0,0.0,0,0
2016,6,26,3,30,0.6,280,9
2016,6,26,4,0,0.0,0,0
2016,6,26,4,30,1.1,340,8
2016,6,26,5,0,1.4,80,8
2016,6,26,5,30,0.0,0,0
2016,6,26,6,0,0.6,60,5
2016,6,26,6,30,0.0,0,0
2016,6,26,7,0,0.0,0,0
2016,6,26,7,30,0.0,0,0
2016,6,26,8,0,0.0,0,5
2016,6,26,8,30,0.0,0,0
2016,6,26,9,0,0.0,0,0
2016,6,26,9,30,0.6,330,8
2016,6,26,10,0,0.6,350,5
2016,6,26,10,30,0.0,0,0
2016,6,26,11,0,1.4,10,8
2016,6,26,11,30,1.1,80,9
2016,6,26,12,0,1.4,60,9
2016,6,26,12,30,1.4,20,9
2016,6,26,13,0,1.4,50,8
2016,6,26,13,30,1.1,340,9
2016,6,26,14,0,1.1,50,8
2016,6,26,14,30,2.2,50,11
2016,6,26,15,0,2.2,30,9
2016,6,26,15,30,1.4,80,8
2016,6,26,16,0,1.1,90,8
2016,6,26,16,30,1.1,60,5
2016,6,26,17,0,0.0,0,0
2016,6,26,17,30,0.0,0,0
2016,6,26,18,0,1.4,330,8
2016,6,26,18,30,0.0,0,0
2016,6,26,19,0,0.0,0,0
2016,6,26,19,30,1.4,10,9
2016,6,26,20,0,2.2,340,8
2016,6,26,20,30,2.2,100,11
2016,6,26,21,0,1.4,140,8
2016,6,26,21,30,1.4,170,8
2016,6,26,22,0,1.4,240,8
2016,6,26,22,30,0.6,240,5
2016,6,26,23,0,2.5,270,11
2016,6,26,23,30,0.0,0,0
2016,6,27,0,0,2.2,360,9
2016,6,27,0,30,1.1,10,8
2016,6,27,1,0,0.6,330,9
2016,6,27,1,30,0.0,0,0
2016,6,27,2,0,0.6,200,8
2016,6,27,2,30,0.0,0,0
2016,6,27,3,0,3.1,350,13
2016,6,27,3,30,1.1,300,5
2016,6,27,4,0,2.5,320,9
2016,6,27,4,30,1.4,50,9
2016,6,27,5,0,0.6,290,9
2016,6,27,5,30,3.6,220,15
2016,6,27,6,0,1.4,280,11
2016,6,27,6,30,4.2,360,21
2016,6,27,7,0,1.4,320,8
2016,6,27,7,30,2.2,250,11
2016,6,27,8,0,2.5,250,11
2016,6,27,8,30,1.4,230,8
2016,6,27,9,0,0.6,250,8
2016,6,27,9,30,1.4,240,8
2016,6,27,10,0,2.2,190,9
2016,6,27,10,30,2.2,230,11
2016,6,27,11,0,1.4,250,9
2016,6,27,11,30,2.5,310,13
2016,6,27,12,0,2.2,200,13
2016,6,27,12,30,1.4,250,11
2016,6,27,13,0,2.5,220,15
2016,6,27,13,30,5.0,230,24
2016,6,27,14,0,4.2,230,22
2016,6,27,14,30,4.2,230,21
2016,6,27,15,0,4.7,220,33
2016,6,27,15,30,3.6,200,17
2016,6,27,16,0,6.1,220,31
2016,6,27,16,30,3.6,230,18
2016,6,27,17,0,5.0,250,26
2016,6,27,17,30,3.1,240,17
2016,6,27,18,0,3.1,250,17
2016,6,27,18,30,2.5,270,13
2016,6,27,19,0,3.1,260,17
2016,6,27,19,30,2.5,240,17
2016,6,27,20,0,1.4,150,8
2016,6,27,20,30,0.0,0,0
2016,6,27,21,0,0.0,0,0
2016,6,27,21,30,0.6,110,5
2016,6,27,22,0,1.1,90,5
2016,6,27,22,30,0.6,40,8
2016,6,27,23,0,2.2,280,9
2016,6,27,23,30,3.6,250,17
2016,6,28,0,0,3.6,260,17
2016,6,28,0,30,2.5,250,13
2016,6,28,1,0,2.5,260,13
2016,6,28,1,30,2.5,220,13
2016,6,28,2,0,2.2,260,11
2016,6,28,2,30,3.1,250,17
2016,6,28,3,0,4.2,240,21
2016,6,28,3,30,4.2,260,17
2016,6,28,4,0,4.2,250,21
2016,6,28,4,30,4.2,250,18
2016,6,28,5,0,3.1,220,17
2016,6,28,5,30,2.5,230,11
2016,6,28,6,0,1.4,220,11
2016,6,28,6,30,2.5,230,13
2016,6,28,7,0,2.5,240,11
2016,6,28,7,30,3.1,240,18
2016,6,28,8,0,2.2,100,11
2016,6,28,8,30,3.1,80,15
2016,6,28,9,0,1.4,50,9
2016,6,28,9,30,2.2,50,11
2016,6,28,10,0,1.1,80,9
2016,6,28,10,30,5.8,190,28
2016,6,28,11,0,6.1,190,30
2016,6,28,11,30,6.7,190,31
2016,6,28,12,0,5.8,210,28
2016,6,28,12,30,5.8,220,28
2016,6,28,13,0,5.0,220,26
2016,6,28,13,30,5.0,210,24
2016,6,28,14,0,4.2,180,24
2016,6,28,14,30,5.0,170,24
2016,6,28,15,0,5.8,200,28
2016,6,28,15,30,4.7,210,24
2016,6,28,16,0,4.7,200,24
2016,6,28,16,30,3.6,200,17
2016,6,28,17,0,2.5,210,11
2016,6,28,17,30,2.2,220,11
2016,6,28,18,0,3.6,240,15
2016,6,28,18,30,2.5,250,11
2016,6,28,19,0,2.5,250,13
2016,6,28,19,30,3.6,250,17
2016,6,28,20,0,3.6,240,17
2016,6,28,20,30,3.6,250,17
2016,6,28,21,0,3.1,230,13
2016,6,28,21,30,0.6,240,5
2016,6,28,22,0,0.0,0,0
2016,6,28,22,30,0.6,40,8
2016,6,28,23,0,1.4,30,9
2016,6,28,23,30,0.0,0,0
2016,6,29,0,0,0.0,0,0
2016,6,29,0,30,0.0,0,0
2016,6,29,1,0,0.0,0,0
2016,6,29,1,30,0.0,0,0
2016,6,29,2,0,0.6,360,5
2016,6,29,2,30,0.0,0,0
2016,6,29,3,0,0.6,110,5
2016,6,29,3,30,0.0,0,0
2016,6,29,4,0,0.0,0,0
2016,6,29,4,30,0.0,0,0
2016,6,29,5,0,0.0,0,0
2016,6,29,5,30,1.1,20,5
2016,6,29,6,0,0.6,10,5
2016,6,29,6,30,0.0,0,0
2016,6,29,7,0,0.0,0,0
2016,6,29,7,30,0.6,310,5
2016,6,29,8,0,0.0,0,0
2016,6,29,8,30,0.0,0,0
2016,6,29,9,0,1.4,10,8
2016,6,29,9,30,1.4,40,8
2016,6,29,10,0,1.1,90,8
2016,6,29,10,30,1.4,110,8
2016,6,29,11,0,1.4,40,8
2016,6,29,11,30,1.1,350,9
2016,6,29,12,0,1.4,50,9
2016,6,29,12,30,1.4,100,9
2016,6,29,13,0,1.4,80,9
2016,6,29,13,30,2.2,90,9
2016,6,29,14,0,0.6,120,5
2016,6,29,14,30,1.4,60,11
2016,6,29,15,0,2.5,60,13
2016,6,29,15,30,2.5,50,13
2016,6,29,16,0,2.5,40,11
2016,6,29,16,30,2.2,40,9
2016,6,29,17,0,2.2,50,8
2016,6,29,17,30,1.1,30,8
2016,6,29,18,0,0.0,0,0
2016,6,29,18,30,0.0,0,0
2016,6,29,19,0,0.0,0,0
2016,6,29,19,30,0.0,0,0
2016,6,29,20,0,0.0,0,0
2016,6,29,20,30,0.0,0,0
2016,6,29,21,0,0.0,0,0
2016,6,29,21,30,0.0,0,0
2016,6,29,22,0,0.0,0,0
2016,6,29,22,30,0.0,0,0
2016,6,29,23,0,0.0,0,0
2016,6,29,23,30,0.0,0,0
2016,6,30,0,0,0.0,0,0
2016,6,30,0,30,0.0,0,0
2016,6,30,1,0,0.0,0,0
2016,6,30,1,30,0.0,0,0
2016,6,30,2,0,0.0,0,0
2016,6,30,2,30,0.0,0,0
2016,6,30,3,0,0.0,0,0
2016,6,30,3,30,1.4,250,8
2016,6,30,4,0,0.0,0,0
2016,6,30,4,30,0.0,0,0
2016,6,30,5,0,0.0,0,0
2016,6,30,5,30,0.0,0,0
2016,6,30,6,0,0.0,0,0
2016,6,30,6,30,0.0,0,0
2016,6,30,7,0,0.0,0,0
2016,6,30,7,30,0.0,0,0
2016,6,30,8,0,0.0,0,0
2016,6,30,8,30,0.0,0,0
2016,6,30,9,0,0.0,0,0
2016,6,30,9,30,0.0,0,4
2016,6,30,10,0,1.1,340,5
2016,6,30,10,30,0.6,360,5
2016,6,30,11,0,0.6,320,5
2016,6,30,11,30,0.6,210,8
2016,6,30,12,0,0.6,340,8
2016,6,30,12,30,5.0,10,28
2016,6,30,13,0,6.7,10,31
2016,6,30,13,30,6.1,10,30
2016,6,30,14,0,4.7,10,24
2016,6,30,14,30,4.7,10,24
2016,6,30,15,0,5.0,10,28
2016,6,30,15,30,4.2,10,21
2016,6,30,16,0,2.5,340,13
2016,6,30,16,30,2.2,270,9
2016,6,30,17,0,3.1,360,17
2016,6,30,17,30,4.7,350,24
2016,6,30,18,0,4.7,360,24
2016,6,30,18,30,3.6,360,21
2016,6,30,19,0,3.1,360,15
2016,6,30,19,30,3.6,360,17
2016,6,30,20,0,4.2,340,18
2016,6,30,20,30,2.2,190,9
2016,6,30,21,0,1.4,30,8
2016,6,30,21,30,0.0,0,0
2016,6,30,22,0,1.4,310,9
2016,6,30,22,30,2.2,60,11
2016,6,30,23,0,5.8,330,28
2016,6,30,23,30,5.8,350,28
2016,7,1,0,0,5.0,360,24
2016,7,1,0,30,4.7,30,22
2016,7,1,1,0,4.7,10,24
2016,7,1,1,30,5.0,10,24
2016,7,1,2,0,4.2,10,21
2016,7,1,2,30,4.2,10,21
2016,7,1,3,0,3.1,340,13
2016,7,1,3,30,4.2,280,21
2016,7,1,4,0,3.6,180,17
2016,7,1,4,30,3.1,250,18
2016,7,1,5,0,4.2,330,22
2016,7,1,5,30,3.1,330,15
2016,7,1,6,0,5.0,310,31
2016,7,1,6,30,2.2,290,11
2016,7,1,7,0,2.2,340,11
2016,7,1,7,30,2.2,50,9
2016,7,1,8,0,2.2,290,13
2016,7,1,8,30,2.5,310,17
2016,7,1,9,0,2.5,340,13
2016,7,1,9,30,4.7,280,24
2016,7,1,10,0,4.7,280,24
2016,7,1,10,30,5.8,300,31
2016,7,1,11,0,6.1,280,31
2016,7,1,11,30,6.1,260,33
2016,7,1,12,0,7.2,250,37
2016,7,1,12,30,6.7,240,37
2016,7,1,13,0,6.7,240,37
2016,7,1,13,30,6.7,230,37
2016,7,1,14,0,5.0,230,28
2016,7,1,14,30,5.0,250,26
2016,7,1,15,0,5.0,250,26
2016,7,1,15,30,5.0,200,26
2016,7,1,16,0,4.2,230,21
2016,7,1,16,30,3.1,230,15
2016,7,1,17,0,3.1,280,17
2016,7,1,17,30,4.7,280,21
2016,7,1,18,0,4.2,260,21
2016,7,1,18,30,4.2,260,18
2016,7,1,19,0,3.6,260,17
2016,7,1,19,30,2.2,220,13
2016,7,1,20,0,1.4,220,11
2016,7,1,20,30,0.6,360,5
2016,7,1,21,0,0.6,30,8
2016,7,1,21,30,0.6,200,9
2016,7,1,22,0,2.2,20,8
2016,7,1,22,30,0.0,0,0
2016,7,1,23,0,0.0,0,0
2016,7,1,23,30,1.4,70,9
2016,7,2,0,0,0.6,100,11
2016,7,2,0,30,0.0,0,0
2016,7,2,1,0,0.6,80,9
2016,7,2,1,30,0.0,0,0
2016,7,2,2,0,0.0,0,0
2016,7,2,2,30,0.0,0,0
2016,7,2,3,0,0.0,0,0
2016,7,2,3,30,0.0,0,0
2016,7,2,4,0,0.0,0,0
2016,7,2,4,30,0.0,0,0
2016,7,2,5,0,0.0,0,0
2016,7,2,5,30,0.0,0,0
2016,7,2,6,0,0.0,0,0
2016,7,2,6,30,0.0,0,0
2016,7,2,7,0,0.0,0,0
2016,7,2,7,30,0.0,0,0
2016,7,2,8,0,1.1,320,5
2016,7,2,8,30,0.0,0,0
2016,7,2,9,0,1.1,40,5
2016,7,2,9,30,-0.8,70,8
2016,7,2,10,0,-0.8,30,8
2016,7,2,10,30,-0.8,90,9
2016,7,2,11,0,-0.8,80,8
2016,7,2,11,30,-0.8,80,8
2016,7,2,12,0,-0.8,70,9
2016,7,2,12,30,-0.8,320,9
2016,7,2,13,0,-0.8,210,21
2016,7,2,13,30,3.6,180,17
2016,7,2,14,0,3.6,220,24
2016,7,2,14,30,3.1,200,15
2016,7,2,15,0,3.6,160,17
2016,7,2,15,30,3.1,140,13
2016,7,2,16,0,2.2,130,11
2016,7,2,16,30,1.4,170,8
2016,7,2,17,0,0.0,0,2
2016,7,2,17,30,1.4,310,9
2016,7,2,18,0,2.2,210,11
2016,7,2,18,30,2.2,240,11
2016,7,2,19,0,3.1,230,15
2016,7,2,19,30,2.2,250,9
2016,7,2,20,0,1.4,160,8
2016,7,2,20,30,0.0,0,0
2016,7,2,21,0,1.1,360,8
2016,7,2,21,30,1.4,20,5
2016,7,2,22,0,0.0,0,0
2016,7,2,22,30,0.0,0,0
2016,7,2,23,0,0.0,0,0
2016,7,2,23,30,0.0,0,0
2016,7,3,0,0,0.0,0,0
2016,7,3,0,30,0.0,0,0
2016,7,3,1,0,0.0,0,0
2016,7,3,1,30,0.0,0,0
2016,7,3,2,0,0.0,0,0
2016,7,3,2,30,0.0,0,0
2016,7,3,3,0,0.0,0,0
2016,7,3,3,30,0.0,0,0
2016,7,3,4,0,0.0,0,0
2016,7,3,4,30,0.0,0,0
2016,7,3,5,0,0.0,0,0
2016,7,3,5,30,0.0,0,0
2016,7,3,6,0,0.0,0,0
2016,7,3,6,30,0.0,0,0
2016,7,3,7,0,0.0,0,0
2016,7,3,7,30,0.6,70,8
2016,7,3,8,0,0.0,0,0
2016,7,3,8,30,0.0,0,0
2016,7,3,9,0,0.6,10,5
2016,7,3,9,30,0.0,0,0
2016,7,3,10,0,0.6,100,5
2016,7,3,10,30,1.1,110,8
2016,7,3,11,0,1.1,70,8
2016,7,3,11,30,1.4,200,9
2016,7,3,12,0,1.4,10,11
2016,7,3,12,30,2.5,90,15
2016,7,3,13,0,1.4,90,11
2016,7,3,13,30,2.5,40,13
2016,7,3,14,0,1.1,20,13
2016,7,3,14,30,2.2,80,13
2016,7,3,15,0,2.2,100,13
2016,7,3,15,30,2.5,80,13
2016,7,3,16,0,1.4,70,8
2016,7,3,16,30,2.5,110,11
2016,7,3,17,0,1.4,100,8
2016,7,3,17,30,0.0,0,2
2016,7,3,18,0,0.0,0,0
2016,7,3,18,30,0.0,0,0
2016,7,3,19,0,0.0,0,0
2016,7,3,19,30,0.0,0,0
2016,7,3,20,0,0.0,0,0
2016,7,3,20,30,0.0,0,0
2016,7,3,21,0,0.0,0,0
2016,7,3,21,30,0.0,0,2
2016,7,3,22,0,0.0,0,2
2016,7,3,22,30,0.0,0,0
2016,7,3,23,0,1.1,320,8
2016,7,3,23,30,0.0,0,5
2016,7,4,0,0,0.0,0,0
2016,7,4,0,30,0.0,0,0
2016,7,4,1,0,0.0,0,0
2016,7,4,1,30,0.0,0,0
2016,7,4,2,0,0.0,0,0
2016,7,4,2,30,0.0,0,0
2016,7,4,3,0,0.0,0,0
2016,7,4,3,30,0.0,0,0
2016,7,4,4,0,0.0,0,0
2016,7,4,4,30,0.0,0,0
2016,7,4,5,0,1.4,360,8
2016,7,4,5,30,0.0,0,0
2016,7,4,6,0,0.0,0,0
2016,7,4,6,30,0.0,0,0
2016,7,4,7,0,0.0,0,0
2016,7,4,7,30,0.6,270,5
2016,7,4,8,0,0.0,0,0
2016,7,4,8,30,0.0,0,0
2016,7,4,9,0,1.4,110,8
2016,7,4,9,30,1.4,30,8
2016,7,4,10,0,0.0,0,0
2016,7,4,10,30,0.6,290,8
2016,7,4,11,0,1.4,190,9
2016,7,4,11,30,1.4,160,9
2016,7,4,12,0,1.4,130,9
2016,7,4,12,30,1.4,90,8
2016,7,4,13,0,0.6,10,5
2016,7,4,13,30,1.4,150,9
2016,7,4,14,0,1.4,80,9
2016,7,4,14,30,0.0,0,8
2016,7,4,15,0,0.0,0,0
2016,7,4,15,30,0.0,0,0
2016,7,4,16,0,1.1,320,8
2016,7,4,16,30,2.5,220,9
2016,7,4,17,0,2.5,230,13
2016,7,4,17,30,2.2,260,8
2016,7,4,18,0,1.4,240,8
2016,7,4,18,30,0.0,0,0
2016,7,4,19,0,0.0,0,0
2016,7,4,19,30,1.4,350,8
2016,7,4,20,0,0.0,0,0
2016,7,4,20,30,0.0,0,0
2016,7,4,21,0,0.0,0,0
2016,7,4,21,30,0.0,0,0
2016,7,4,22,0,1.4,220,8
2016,7,4,22,30,0.0,0,0
2016,7,4,23,0,0.0,0,0
2016,7,4,23,30,0.6,10,5
2016,7,5,0,0,0.0,0,2
2016,7,5,0,30,0.0,0,0
2016,7,5,1,0,0.0,0,0
2016,7,5,1,30,0.0,0,0
2016,7,5,2,0,0.0,0,0
2016,7,5,2,30,3.1,350,13
2016,7,5,3,0,2.2,190,9
2016,7,5,3,30,2.2,50,11
2016,7,5,4,0,0.0,0,0
2016,7,5,4,30,2.5,250,11
2016,7,5,5,0,2.5,210,11
2016,7,5,5,30,2.2,210,11
2016,7,5,6,0,0.6,150,8
2016,7,5,6,30,1.1,350,8
2016,7,5,7,0,0.0,0,0
2016,7,5,7,30,2.5,10,11
2016,7,5,8,0,2.2,330,9
2016,7,5,8,30,0.0,0,5
2016,7,5,9,0,2.5,30,11
2016,7,5,9,30,2.2,20,9
2016,7,5,10,0,0.6,110,8
2016,7,5,10,30,0.0,0,8
2016,7,5,11,0,2.5,30,13
2016,7,5,11,30,1.4,360,9
2016,7,5,12,0,2.2,340,9
2016,7,5,12,30,1.4,80,13
2016,7,5,13,0,2.5,90,11
2016,7,5,13,30,3.6,50,17
2016,7,5,14,0,3.1,320,17
2016,7,5,14,30,2.5,320,17
2016,7,5,15,0,6.7,340,31
2016,7,5,15,30,5.0,320,31
2016,7,5,16,0,5.0,320,31
2016,7,5,16,30,4.2,330,22
2016,7,5,17,0,4.7,300,28
2016,7,5,17,30,4.7,300,28
2016,7,5,18,0,3.6,320,22
2016,7,5,18,30,4.2,720,21
2016,7,5,19,0,4.7,720,26
2016,7,5,19,30,4.7,720,24
2016,7,5,20,0,4.2,720,21
2016,7,5,20,30,2.5,720,11
2016,7,5,21,0,2.5,720,15
2016,7,5,21,30,3.1,720,15
2016,7,5,22,0,3.6,720,17
2016,7,5,22,30,3.6,720,17
2016,7,5,23,0,2.5,720,13
2016,7,5,23,30,3.6,720,17
2016,7,6,0,0,3.1,720,15
2016,7,6,0,30,2.5,720,13
2016,7,6,1,0,2.5,720,11
2016,7,6,1,30,3.6,720,17
2016,7,6,2,0,3.6,720,18
2016,7,6,2,30,3.6,720,18
2016,7,6,3,0,4.7,720,24
2016,7,6,3,30,2.5,720,17
2016,7,6,4,0,4.2,720,21
2016,7,6,4,30,3.1,720,17
2016,7,6,5,0,4.2,720,18
2016,7,6,5,30,5.8,330,26
2016,7,6,6,0,5.8,330,26
2016,7,6,6,30,4.2,340,21
2016,7,6,7,0,3.6,330,18
2016,7,6,7,30,4.7,320,28
2016,7,6,8,0,3.6,330,17
2016,7,6,8,30,4.2,290,22
2016,7,6,9,0,3.1,300,18
2016,7,6,9,30,5.8,300,30
2016,7,6,10,0,8.3,280,50
2016,7,6,10,30,6.1,280,31
2016,7,6,11,0,9.2,270,46
2016,7,6,11,30,8.3,280,39
2016,7,6,12,0,7.2,270,35
2016,7,6,12,30,7.8,260,41
2016,7,6,13,0,6.7,290,33
2016,7,6,13,30,6.7,270,31
2016,7,6,14,0,7.8,260,41
2016,7,6,14,30,6.1,270,41
2016,7,6,15,0,6.1,280,30
2016,7,6,15,30,5.8,270,28
2016,7,6,16,0,3.6,270,24
2016,7,6,16,30,6.1,270,31
2016,7,6,17,0,5.0,250,28
2016,7,6,17,30,3.6,250,21
2016,7,6,18,0,2.2,290,11
2016,7,6,18,30,2.5,310,13
2016,7,6,19,0,2.2,260,9
2016,7,6,19,30,1.4,160,9
2016,7,6,20,0,1.4,200,8
2016,7,6,20,30,4.2,230,24
2016,7,6,21,0,6.7,240,37
2016,7,6,21,30,8.3,220,44
2016,7,6,22,0,5.8,230,33
2016,7,6,22,30,6.1,230,35
2016,7,6,23,0,6.1,230,31
2016,7,6,23,30,5.0,230,24
2016,7,7,0,0,6.1,220,35
2016,7,7,0,30,6.1,210,37
2016,7,7,1,0,6.7,210,31
2016,7,7,1,30,7.2,210,39
2016,7,7,2,0,7.2,220,41
2016,7,7,2,30,5.8,210,31
2016,7,7,3,0,7.2,210,39
2016,7,7,3,30,7.8,210,44
2016,7,7,4,0,6.1,220,35
2016,7,7,4,30,5.0,220,28
2016,7,7,5,0,4.7,220,33
2016,7,7,5,30,4.7,210,28
2016,7,7,6,0,5.8,220,28
2016,7,7,6,30,5.8,210,28
2016,7,7,7,0,5.8,210,31
2016,7,7,7,30,7.2,210,33
2016,7,7,8,0,5.8,220,31
2016,7,7,8,30,5.0,210,28
2016,7,7,9,0,4.7,210,28
2016,7,7,9,30,6.1,200,31
2016,7,7,10,0,5.8,210,28
2016,7,7,10,30,6.7,200,39
2016,7,7,11,0,6.7,190,35
2016,7,7,11,30,5.8,190,28
2016,7,7,12,0,5.8,180,33
2016,7,7,12,30,6.7,210,35
2016,7,7,13,0,4.7,200,30
2016,7,7,13,30,6.7,230,33
2016,7,7,14,0,5.8,200,31
2016,7,7,14,30,5.0,210,31
2016,7,7,15,0,5.8,180,30
2016,7,7,15,30,4.7,190,24
